Name,Size,Thread,Exec Time,Speed Up
blackscholes,simlarge,1,2.2367999999999997,1.0
blackscholes,simlarge,2,1.2723,1.7580759254892713
blackscholes,simlarge,3,1.0413000000000001,2.259267507357742
blackscholes,simlarge,4,0.8103,2.760459089226212
blackscholes,simlarge,5,0.7518750000000001,3.040167417856183
blackscholes,simlarge,6,0.6934500000000001,3.3198757464861544
blackscholes,simlarge,7,0.6350250000000002,3.599584075116126
blackscholes,simlarge,8,0.5766000000000001,3.8792924037460965
blackscholes,simlarge,9,0.5563250000000001,4.038026315927635
blackscholes,simlarge,10,0.53605,4.196760228109174
blackscholes,simlarge,11,0.515775,4.355494140290712
blackscholes,simlarge,12,0.4955,4.51422805247225
blackscholes,simlarge,13,0.49277499999999996,4.539612434319107
blackscholes,simlarge,14,0.49005,4.564996816165964
blackscholes,simlarge,15,0.48732500000000006,4.590381198012821
blackscholes,simlarge,16,0.48460000000000003,4.615765579859677
blackscholes,simlarge,17,0.4774750000000001,4.687871104429948
blackscholes,simlarge,18,0.47035000000000005,4.759976629000217
blackscholes,simlarge,19,0.463225,4.832082153570487
blackscholes,simlarge,20,0.45610000000000006,4.904187678140757
blackscholes,simlarge,21,0.452325,4.946167969489921
blackscholes,simlarge,22,0.44855,4.988148260839086
blackscholes,simlarge,23,0.44477500000000003,5.030128552188251
blackscholes,simlarge,24,0.44099999999999995,5.072108843537415
blackscholes,simlarge,25,0.44075,5.074990723562152
blackscholes,simlarge,26,0.44049999999999995,5.07787260358689
blackscholes,simlarge,27,0.4402499999999999,5.080754483611627
blackscholes,simlarge,28,0.43999999999999995,5.083636363636364
blackscholes,simlarge,29,0.43732499999999996,5.11531287719967
blackscholes,simlarge,30,0.43465,5.146989390762975
blackscholes,simlarge,31,0.431975,5.178665904326281
blackscholes,simlarge,32,0.4293,5.210342417889587
blackscholes,simmedium,1,0.5683999999999999,1.0
blackscholes,simmedium,2,0.32910000000000006,1.7271346095411724
blackscholes,simmedium,3,0.27145,2.1928470054254037
blackscholes,simmedium,4,0.2138,2.6585594013096348
blackscholes,simmedium,5,0.19947499999999999,2.9019067714295104
blackscholes,simmedium,6,0.18514999999999998,3.145254141549386
blackscholes,simmedium,7,0.170825,3.388601511669261
blackscholes,simmedium,8,0.1565,3.6319488817891368
blackscholes,simmedium,9,0.152125,3.7462638196152334
blackscholes,simmedium,10,0.14775,3.8605787574413304
blackscholes,simmedium,11,0.143375,3.974893695267428
blackscholes,simmedium,12,0.139,4.0892086330935244
blackscholes,simmedium,13,0.13692500000000002,4.154129122104
blackscholes,simmedium,14,0.13485,4.219049611114475
blackscholes,simmedium,15,0.13277499999999998,4.283970100124949
blackscholes,simmedium,16,0.13069999999999998,4.348890589135425
blackscholes,simmedium,17,0.13042499999999999,4.358118559135519
blackscholes,simmedium,18,0.13015,4.367346529135613
blackscholes,simmedium,19,0.129875,4.376574499135708
blackscholes,simmedium,20,0.1296,4.385802469135802
blackscholes,simmedium,21,0.12745,4.4637320171411075
blackscholes,simmedium,22,0.1253,4.541661565146413
blackscholes,simmedium,23,0.12315,4.619591113151719
blackscholes,simmedium,24,0.121,4.697520661157024
blackscholes,simmedium,25,0.11964999999999999,4.7523792501930275
blackscholes,simmedium,26,0.11829999999999999,4.807237839229031
blackscholes,simmedium,27,0.11695,4.862096428265034
blackscholes,simmedium,28,0.1156,4.916955017301038
blackscholes,simmedium,29,0.11610000000000001,4.896049596309111
blackscholes,simmedium,30,0.11660000000000001,4.875144175317185
blackscholes,simmedium,31,0.1171,4.854238754325259
blackscholes,simmedium,32,0.11760000000000001,4.833333333333332
blackscholes,simsmall,1,0.15389999999999998,1.0
blackscholes,simsmall,2,0.0969,1.588235294117647
blackscholes,simsmall,3,0.08025,2.004023307436182
blackscholes,simsmall,4,0.0636,2.4198113207547167
blackscholes,simsmall,5,0.059300000000000005,2.6440610767729344
blackscholes,simsmall,6,0.05499999999999999,2.8683108327911517
blackscholes,simsmall,7,0.050699999999999995,3.092560588809369
blackscholes,simsmall,8,0.04639999999999999,3.3168103448275867
blackscholes,simsmall,9,0.04509999999999999,3.4214669819216605
blackscholes,simsmall,10,0.04379999999999999,3.526123619015735
blackscholes,simsmall,11,0.042499999999999996,3.630780256109809
blackscholes,simsmall,12,0.0412,3.735436893203883
blackscholes,simsmall,13,0.04125,3.730925495989869
blackscholes,simsmall,14,0.0413,3.7264140987758543
blackscholes,simsmall,15,0.04135,3.7219027015618398
blackscholes,simsmall,16,0.0414,3.7173913043478257
blackscholes,simsmall,17,0.04115,3.740394963409384
blackscholes,simsmall,18,0.0409,3.7633986224709424
blackscholes,simsmall,19,0.04065,3.7864022815325007
blackscholes,simsmall,20,0.0404,3.809405940594059
blackscholes,simsmall,21,0.0402,3.8286453645364533
blackscholes,simsmall,22,0.039999999999999994,3.847884788478848
blackscholes,simsmall,23,0.03979999999999999,3.867124212421243
blackscholes,simsmall,24,0.03959999999999999,3.886363636363637
blackscholes,simsmall,25,0.04004999999999999,3.8441205533596845
blackscholes,simsmall,26,0.040499999999999994,3.8018774703557314
blackscholes,simsmall,27,0.04095,3.7596343873517784
blackscholes,simsmall,28,0.0414,3.7173913043478257
blackscholes,simsmall,29,0.040525,3.8032149822186527
blackscholes,simsmall,30,0.03965,3.88903866008948
blackscholes,simsmall,31,0.038775,3.974862337960307
blackscholes,simsmall,32,0.037899999999999996,4.060686015831134
bodytrack,simlarge,1,5.1746,1.0
bodytrack,simlarge,2,2.8456,1.8184565645206634
bodytrack,simlarge,3,2.26215,2.4504804416693986
bodytrack,simlarge,4,1.6786999999999999,3.0825043188181334
bodytrack,simlarge,5,1.5391249999999999,3.4665105133013903
bodytrack,simlarge,6,1.39955,3.8505167077846467
bodytrack,simlarge,7,1.259975,4.234522902267903
bodytrack,simlarge,8,1.1204,4.61852909675116
bodytrack,simlarge,9,1.0914000000000001,4.751879697911836
bodytrack,simlarge,10,1.0624000000000002,4.8852302990725125
bodytrack,simlarge,11,1.0334,5.018580900233189
bodytrack,simlarge,12,1.0044000000000002,5.151931501393866
bodytrack,simlarge,13,1.0020250000000002,5.164230061365532
bodytrack,simlarge,14,0.9996500000000001,5.176528621337198
bodytrack,simlarge,15,0.9972750000000001,5.188827181308865
bodytrack,simlarge,16,0.9949,5.2011257412805305
bodytrack,simlarge,17,0.99595,5.195659639760818
bodytrack,simlarge,18,0.997,5.190193538241106
bodytrack,simlarge,19,0.99805,5.184727436721394
bodytrack,simlarge,20,0.9991,5.179261335201682
bodytrack,simlarge,21,0.9979750000000001,5.185119639044535
bodytrack,simlarge,22,0.99685,5.190977942887388
bodytrack,simlarge,23,0.9957249999999999,5.196836246730241
bodytrack,simlarge,24,0.9945999999999999,5.202694550573095
bodytrack,simlarge,25,0.9944749999999999,5.20334874715173
bodytrack,simlarge,26,0.9943500000000001,5.204002943730366
bodytrack,simlarge,27,0.9942250000000001,5.204657140309001
bodytrack,simlarge,28,0.9941000000000001,5.205311336887636
bodytrack,simlarge,29,0.9916,5.21853486939675
bodytrack,simlarge,30,0.9891000000000001,5.231758401905864
bodytrack,simlarge,31,0.9866,5.244981934414979
bodytrack,simlarge,32,0.9841,5.258205466924093
bodytrack,simmedium,1,1.5131000000000001,1.0
bodytrack,simmedium,2,0.8603999999999999,1.7586006508600653
bodytrack,simmedium,3,0.7034,2.26390867096444
bodytrack,simmedium,4,0.5464,2.7692166910688143
bodytrack,simmedium,5,0.5164500000000001,2.963633099642445
bodytrack,simmedium,6,0.48650000000000004,3.158049508216076
bodytrack,simmedium,7,0.45655000000000007,3.352465916789707
bodytrack,simmedium,8,0.4266000000000001,3.5468823253633377
bodytrack,simmedium,9,0.41857500000000003,3.6190337338830862
bodytrack,simmedium,10,0.41055,3.6911851424028352
bodytrack,simmedium,11,0.402525,3.7633365509225842
bodytrack,simmedium,12,0.39449999999999996,3.835487959442333
bodytrack,simmedium,13,0.39525,3.8282511897075358
bodytrack,simmedium,14,0.396,3.8210144199727387
bodytrack,simmedium,15,0.39675000000000005,3.8137776502379417
bodytrack,simmedium,16,0.3975,3.8065408805031447
bodytrack,simmedium,17,0.39932500000000004,3.7893794746066076
bodytrack,simmedium,18,0.40115,3.7722180687100706
bodytrack,simmedium,19,0.40297499999999997,3.7550566628135336
bodytrack,simmedium,20,0.4048,3.7378952569169965
bodytrack,simmedium,21,0.40757499999999997,3.712954984404506
bodytrack,simmedium,22,0.41035,3.6880147118920164
bodytrack,simmedium,23,0.413125,3.6630744393795256
bodytrack,simmedium,24,0.4159,3.6381341668670357
bodytrack,simmedium,25,0.412675,3.6672482678301774
bodytrack,simmedium,26,0.40945,3.696362368793319
bodytrack,simmedium,27,0.406225,3.725476469756461
bodytrack,simmedium,28,0.403,3.754590570719603
bodytrack,simmedium,29,0.4045,3.740820678650949
bodytrack,simmedium,30,0.406,3.727050786582295
bodytrack,simmedium,31,0.4075000000000001,3.713280894513641
bodytrack,simmedium,32,0.4090000000000001,3.699511002444987
bodytrack,simsmall,1,0.4989,1.0
bodytrack,simsmall,2,0.3133,1.5924034471752313
bodytrack,simsmall,3,0.26775000000000004,1.9188389873139884
bodytrack,simsmall,4,0.2222,2.2452745274527453
bodytrack,simsmall,5,0.2127,2.3610731594332073
bodytrack,simsmall,6,0.2032,2.4768717914136693
bodytrack,simsmall,7,0.19369999999999998,2.5926704233941313
bodytrack,simsmall,8,0.18419999999999997,2.7084690553745934
bodytrack,simsmall,9,0.18605,2.6823173447668536
bodytrack,simsmall,10,0.18789999999999996,2.6561656341591133
bodytrack,simsmall,11,0.18974999999999997,2.630013923551373
bodytrack,simsmall,12,0.19159999999999996,2.6038622129436333
bodytrack,simsmall,13,0.18959999999999996,2.632226725067202
bodytrack,simsmall,14,0.1876,2.6605912371907707
bodytrack,simsmall,15,0.18560000000000001,2.6889557493143394
bodytrack,simsmall,16,0.1836,2.717320261437908
bodytrack,simsmall,17,0.18570000000000003,2.6875995710784313
bodytrack,simsmall,18,0.18780000000000002,2.657878880718954
bodytrack,simsmall,19,0.1899,2.628158190359477
bodytrack,simsmall,20,0.192,2.5984375
bodytrack,simsmall,21,0.190475,2.6197533536175364
bodytrack,simsmall,22,0.18895,2.6410692072350725
bodytrack,simsmall,23,0.187425,2.6623850608526087
bodytrack,simsmall,24,0.1859,2.6837009144701454
bodytrack,simsmall,25,0.18755000000000002,2.660697763774687
bodytrack,simsmall,26,0.1892,2.6376946130792285
bodytrack,simsmall,27,0.19085000000000002,2.61469146238377
bodytrack,simsmall,28,0.1925,2.5916883116883116
bodytrack,simsmall,29,0.193075,2.5840383076882047
bodytrack,simsmall,30,0.19365000000000002,2.5763883036880983
bodytrack,simsmall,31,0.194225,2.5687382996879915
bodytrack,simsmall,32,0.19480000000000003,2.5610882956878847
canneal,simlarge,1,17.680200000000003,1.0
canneal,simlarge,2,14.233100000000002,1.2421889820207825
canneal,simlarge,3,13.626350000000002,1.3000784843742428
canneal,simlarge,4,13.0196,1.357967986727703
canneal,simlarge,5,12.8428,1.3774677382021077
canneal,simlarge,6,12.666,1.396967489676512
canneal,simlarge,7,12.4892,1.4164672411509165
canneal,simlarge,8,12.3124,1.4359669926253211
canneal,simlarge,9,12.292200000000001,1.4383384348937922
canneal,simlarge,10,12.272,1.4407098771622633
canneal,simlarge,11,12.2518,1.4430813194307344
canneal,simlarge,12,12.2316,1.4454527616992054
canneal,simlarge,13,12.14855,1.4555410730307952
canneal,simlarge,14,12.0655,1.4656293843623849
canneal,simlarge,15,11.982450000000002,1.4757176956939746
canneal,simlarge,16,11.899400000000002,1.4858060070255643
canneal,simlarge,17,11.998550000000002,1.4738250648007283
canneal,simlarge,18,12.097700000000001,1.4618441225758922
canneal,simlarge,19,12.196850000000001,1.449863180351056
canneal,simlarge,20,12.296000000000001,1.43788223812622
canneal,simlarge,21,12.279050000000002,1.4398753445471355
canneal,simlarge,22,12.262100000000002,1.4418684509680508
canneal,simlarge,23,12.245150000000002,1.4438615573889664
canneal,simlarge,24,12.228200000000003,1.445854663809882
canneal,simlarge,25,12.083650000000002,1.4637944313338063
canneal,simlarge,26,11.9391,1.4817341988577308
canneal,simlarge,27,11.79455,1.4996739663816552
canneal,simlarge,28,11.649999999999999,1.5176137339055797
canneal,simlarge,29,11.8273,1.495842671456436
canneal,simlarge,30,12.0046,1.474071609007292
canneal,simlarge,31,12.181899999999999,1.452300546558148
canneal,simlarge,32,12.3592,1.4305294841090042
canneal,simmedium,1,8.672799999999999,1.0
canneal,simmedium,2,6.6649,1.3012648351813227
canneal,simmedium,3,6.23305,1.3981329347250473
canneal,simmedium,4,5.8012,1.4950010342687718
canneal,simmedium,5,5.785575,1.499071536501063
canneal,simmedium,6,5.76995,1.5031420387333543
canneal,simmedium,7,5.754325,1.5072125409656456
canneal,simmedium,8,5.7387,1.5112830431979367
canneal,simmedium,9,5.739875,1.5109738609059569
canneal,simmedium,10,5.7410499999999995,1.5106646786139768
canneal,simmedium,11,5.7422249999999995,1.510355496321997
canneal,simmedium,12,5.743399999999999,1.510046314030017
canneal,simmedium,13,5.685174999999999,1.5260017530345351
canneal,simmedium,14,5.62695,1.5419571920390533
canneal,simmedium,15,5.568725000000001,1.5579126310435716
canneal,simmedium,16,5.5105,1.5738680700480896
canneal,simmedium,17,5.470075,1.5857630028800698
canneal,simmedium,18,5.42965,1.5976579357120495
canneal,simmedium,19,5.389225,1.6095528685440295
canneal,simmedium,20,5.348799999999999,1.6214478013760096
canneal,simmedium,21,5.4315999999999995,1.5978112031446832
canneal,simmedium,22,5.5144,1.5741746049133567
canneal,simmedium,23,5.597200000000001,1.5505380066820302
canneal,simmedium,24,5.680000000000001,1.5269014084507038
canneal,simmedium,25,5.6049500000000005,1.548202191138578
canneal,simmedium,26,5.5299000000000005,1.569502973826452
canneal,simmedium,27,5.45485,1.5908037565143263
canneal,simmedium,28,5.3798,1.6121045392022004
canneal,simmedium,29,5.477175000000001,1.5848952279331012
canneal,simmedium,30,5.57455,1.5576859166640022
canneal,simmedium,31,5.671924999999999,1.530476605394903
canneal,simmedium,32,5.769299999999999,1.5032672941258038
canneal,simsmall,1,3.2821,1.0
canneal,simsmall,2,2.6762,1.2264031088857335
canneal,simsmall,3,2.5068,1.3152850660369455
canneal,simsmall,4,2.3374,1.4041670231881576
canneal,simsmall,5,2.3247999999999998,1.4119031423364614
canneal,simsmall,6,2.3122,1.4196392614847653
canneal,simsmall,7,2.2996,1.4273753806330691
canneal,simsmall,8,2.287,1.435111499781373
canneal,simsmall,9,2.2883999999999998,1.4342351340395543
canneal,simsmall,10,2.2897999999999996,1.4333587682977353
canneal,simsmall,11,2.2912,1.4324824025559164
canneal,simsmall,12,2.2925999999999997,1.4316060368140977
canneal,simsmall,13,2.2859999999999996,1.435775395142124
canneal,simsmall,14,2.2794,1.43994475347015
canneal,simsmall,15,2.2728,1.4441141117981762
canneal,simsmall,16,2.2662,1.4482834701262024
canneal,simsmall,17,2.27115,1.4451474232420707
canneal,simsmall,18,2.2761,1.4420113763579394
canneal,simsmall,19,2.28105,1.4388753294738077
canneal,simsmall,20,2.286,1.4357392825896762
canneal,simsmall,21,2.3332750000000004,1.4083163200490003
canneal,simsmall,22,2.3805500000000004,1.3808933575083242
canneal,simsmall,23,2.4278250000000003,1.3534703949676483
canneal,simsmall,24,2.4751000000000003,1.3260474324269724
canneal,simsmall,25,2.4154250000000004,1.3614310313046685
canneal,simsmall,26,2.3557500000000005,1.3968146301823645
canneal,simsmall,27,2.2960750000000005,1.4321982290600606
canneal,simsmall,28,2.2364000000000006,1.4675818279377566
canneal,simsmall,29,2.2559500000000003,1.455186068525252
canneal,simsmall,30,2.2755,1.4427903091127476
canneal,simsmall,31,2.29505,1.4303945497002433
canneal,simsmall,32,2.3146,1.4179987902877387
facesim,simlarge,1,11.741800000000001,1.0
facesim,simlarge,2,8.4333,1.3923138036118723
facesim,simlarge,3,7.792999999999999,1.5169518463723237
facesim,simlarge,4,7.1527,1.6415898891327751
facesim,simlarge,5,6.993825,1.6816082395955458
facesim,simlarge,6,6.83495,1.7216265900583168
facesim,simlarge,7,6.676075,1.7616449405210874
facesim,simlarge,8,6.5172,1.8016632909838584
facesim,simlarge,9,6.5383875,1.7959545346499834
facesim,simlarge,10,6.559575000000001,1.7902457783161085
facesim,simlarge,11,6.5807625,1.784537021982234
facesim,simlarge,12,6.60195,1.7788282656483592
facesim,simlarge,13,6.6231375,1.7731195093144843
facesim,simlarge,14,6.644324999999999,1.7674107529806098
facesim,simlarge,15,6.6655125,1.7617019966467349
facesim,simlarge,16,6.6867,1.75599324031286
facesim,simlarge,17,6.7267624999999995,1.7463927545956452
facesim,simlarge,18,6.766825,1.7367922688784307
facesim,simlarge,19,6.8068875,1.7271917831612158
facesim,simlarge,20,6.84695,1.7175912974440015
facesim,simlarge,21,6.887012500000001,1.7079908117267868
facesim,simlarge,22,6.927075,1.6983903260095718
facesim,simlarge,23,6.9671375,1.6887898402923573
facesim,simlarge,24,7.0072,1.6791893545751426
facesim,simlarge,25,7.0472624999999995,1.669588868857928
facesim,simlarge,26,7.087325,1.6599883831407134
facesim,simlarge,27,7.127387500000001,1.6503878974234987
facesim,simlarge,28,7.1674500000000005,1.6407874117062837
facesim,simlarge,29,7.2075125,1.6311869259890692
facesim,simlarge,30,7.247575,1.6215864402718545
facesim,simlarge,31,7.287637500000001,1.61198595455464
facesim,simlarge,32,7.3277,1.6023854688374253
facesim,simmedium,1,11.7367,1.0
facesim,simmedium,2,8.535400000000001,1.3750615085409001
facesim,simmedium,3,7.691350000000002,1.5445619928608432
facesim,simmedium,4,6.8473000000000015,1.7140624771807864
facesim,simmedium,5,6.739375000000002,1.7428969108814125
facesim,simmedium,6,6.631450000000001,1.7717313445820386
facesim,simmedium,7,6.523525,1.8005657782826647
facesim,simmedium,8,6.4156,1.8294002119832908
facesim,simmedium,9,6.446725000000001,1.8208565512087538
facesim,simmedium,10,6.47785,1.8123128904342167
facesim,simmedium,11,6.5089749999999995,1.8037692296596797
facesim,simmedium,12,6.540099999999999,1.7952255688851428
facesim,simmedium,13,6.571224999999999,1.7866819081106056
facesim,simmedium,14,6.602349999999999,1.7781382473360687
facesim,simmedium,15,6.633474999999998,1.7695945865615317
facesim,simmedium,16,6.664599999999998,1.7610509257869946
facesim,simmedium,17,6.698474999999998,1.7527730138575084
facesim,simmedium,18,6.7323499999999985,1.7444951019280224
facesim,simmedium,19,6.766224999999999,1.7362171899985364
facesim,simmedium,20,6.800099999999999,1.7279392780690501
facesim,simmedium,21,6.833974999999999,1.7196613661395639
facesim,simmedium,22,6.867849999999999,1.711383454210078
facesim,simmedium,23,6.901724999999999,1.7031055422805919
facesim,simmedium,24,6.935599999999999,1.6948276303511056
facesim,simmedium,25,6.969474999999999,1.6865497184216196
facesim,simmedium,26,7.003349999999999,1.6782718064921336
facesim,simmedium,27,7.037224999999999,1.6699938945626474
facesim,simmedium,28,7.0710999999999995,1.6617159826331613
facesim,simmedium,29,7.104975,1.6534380707036753
facesim,simmedium,30,7.13885,1.645160158774189
facesim,simmedium,31,7.172725,1.6368822468447028
facesim,simmedium,32,7.2066,1.6286043349152168
facesim,simsmall,1,11.589200000000002,1.0
facesim,simsmall,2,8.524199999999999,1.3595645339152065
facesim,simsmall,3,7.6744,1.5288576706442663
facesim,simsmall,4,6.824600000000001,1.6981508073733258
facesim,simsmall,5,6.690050000000001,1.7344969182049754
facesim,simsmall,6,6.5555,1.7708430290366248
facesim,simsmall,7,6.42095,1.8071891398682742
facesim,simsmall,8,6.2864,1.8435352506999239
facesim,simsmall,9,6.3481375,1.826749082309132
facesim,simsmall,10,6.409875,1.80996291391834
facesim,simsmall,11,6.4716125,1.793176745527548
facesim,simsmall,12,6.53335,1.7763905771367563
facesim,simsmall,13,6.5950875,1.7596044087459641
facesim,simsmall,14,6.6568249999999995,1.7428182403551724
facesim,simsmall,15,6.7185625,1.7260320719643805
facesim,simsmall,16,6.7802999999999995,1.7092459035735885
facesim,simsmall,17,6.81115,1.7019966650460798
facesim,simsmall,18,6.842,1.6947474265185711
facesim,simsmall,19,6.87285,1.6874981879910624
facesim,simsmall,20,6.9037,1.6802489494635537
facesim,simsmall,21,6.93455,1.672999710936045
facesim,simsmall,22,6.9654,1.6657504724085366
facesim,simsmall,23,6.99625,1.6585012338810279
facesim,simsmall,24,7.0271,1.6512519953535192
facesim,simsmall,25,7.05795,1.6440027568260105
facesim,simsmall,26,7.0888,1.6367535182985018
facesim,simsmall,27,7.11965,1.629504279770993
facesim,simsmall,28,7.1505,1.6222550412434846
facesim,simsmall,29,7.18135,1.615005802715976
facesim,simsmall,30,7.2122,1.6077565641884672
facesim,simsmall,31,7.24305,1.6005073256609585
facesim,simsmall,32,7.2739,1.5932580871334499
fluidanimate,simlarge,1,5.0085999999999995,1.0
fluidanimate,simlarge,2,3.3506,1.494836745657494
fluidanimate,simlarge,3,2.8487,1.814531036881926
fluidanimate,simlarge,4,2.3467999999999996,2.134225328106358
fluidanimate,simlarge,5,2.2210249999999996,2.279819617113559
fluidanimate,simlarge,6,2.0952499999999996,2.4254139061207605
fluidanimate,simlarge,7,1.9694749999999996,2.5710081951279617
fluidanimate,simlarge,8,1.8436999999999997,2.716602484135163
fluidanimate,simlarge,9,1.8317124999999996,2.7352346344261407
fluidanimate,simlarge,10,1.8197249999999996,2.753866784717118
fluidanimate,simlarge,11,1.8077374999999998,2.772498935008095
fluidanimate,simlarge,12,1.7957499999999997,2.7911310852990727
fluidanimate,simlarge,13,1.7837624999999997,2.80976323559005
fluidanimate,simlarge,14,1.7717749999999999,2.828395385881027
fluidanimate,simlarge,15,1.7597874999999998,2.8470275361720043
fluidanimate,simlarge,16,1.7477999999999998,2.865659686462982
fluidanimate,simlarge,17,1.769,2.8365499666004927
fluidanimate,simlarge,18,1.7901999999999998,2.807440246738003
fluidanimate,simlarge,19,1.8114,2.7783305268755143
fluidanimate,simlarge,20,1.8325999999999998,2.7492208070130246
fluidanimate,simlarge,21,1.8538000000000001,2.7201110871505354
fluidanimate,simlarge,22,1.875,2.691001367288046
fluidanimate,simlarge,23,1.8961999999999999,2.6618916474255565
fluidanimate,simlarge,24,1.9174,2.6327819275630673
fluidanimate,simlarge,25,1.9386,2.603672207700578
fluidanimate,simlarge,26,1.9598,2.5745624878380884
fluidanimate,simlarge,27,1.9809999999999999,2.545452767975599
fluidanimate,simlarge,28,2.0022,2.51634304811311
fluidanimate,simlarge,29,2.0234,2.4872333282506207
fluidanimate,simlarge,30,2.0446,2.4581236083881315
fluidanimate,simlarge,31,2.0658000000000003,2.429013888525642
