,Name,Size,Thread,Time
0,blackscholes,simsmall,1,0.144
1,blackscholes,simmedium,1,0.555
2,blackscholes,simlarge,1,2.318
3,blackscholes,simsmall,2,0.085
4,blackscholes,simmedium,2,0.311
5,blackscholes,simlarge,2,1.36
6,blackscholes,simsmall,4,0.056
7,blackscholes,simmedium,4,0.214
8,blackscholes,simlarge,4,0.798
9,blackscholes,simsmall,8,0.042
10,blackscholes,simmedium,8,0.153
11,blackscholes,simlarge,8,0.598
12,blackscholes,simsmall,12,0.044
13,blackscholes,simmedium,12,0.14
14,blackscholes,simlarge,12,0.477
15,blackscholes,simsmall,16,0.043
16,blackscholes,simmedium,16,0.131
17,blackscholes,simlarge,16,0.476
18,blackscholes,simsmall,20,0.039
19,blackscholes,simmedium,20,0.133
20,blackscholes,simlarge,20,0.46
21,blackscholes,simsmall,24,0.038
22,blackscholes,simmedium,24,0.122
23,blackscholes,simlarge,24,0.438
24,blackscholes,simsmall,28,0.044
25,blackscholes,simmedium,28,0.108
26,blackscholes,simlarge,28,0.424
27,blackscholes,simsmall,32,0.036
28,blackscholes,simmedium,32,0.111
29,blackscholes,simlarge,32,0.423
30,blackscholes,simsmall,1,0.144
31,blackscholes,simmedium,1,0.562
32,blackscholes,simlarge,1,2.211
33,blackscholes,simsmall,2,0.087
34,blackscholes,simmedium,2,0.343
35,blackscholes,simlarge,2,1.263
36,blackscholes,simsmall,4,0.063
37,blackscholes,simmedium,4,0.198
38,blackscholes,simlarge,4,0.874
39,blackscholes,simsmall,8,0.044
40,blackscholes,simmedium,8,0.157
41,blackscholes,simlarge,8,0.594
42,blackscholes,simsmall,12,0.044
43,blackscholes,simmedium,12,0.131
44,blackscholes,simlarge,12,0.511
45,blackscholes,simsmall,16,0.05
46,blackscholes,simmedium,16,0.134
47,blackscholes,simlarge,16,0.483
48,blackscholes,simsmall,20,0.039
49,blackscholes,simmedium,20,0.144
50,blackscholes,simlarge,20,0.463
51,blackscholes,simsmall,24,0.04
52,blackscholes,simmedium,24,0.118
53,blackscholes,simlarge,24,0.437
54,blackscholes,simsmall,28,0.045
55,blackscholes,simmedium,28,0.117
56,blackscholes,simlarge,28,0.436
57,blackscholes,simsmall,32,0.038
58,blackscholes,simmedium,32,0.116
59,blackscholes,simlarge,32,0.431
60,blackscholes,simsmall,1,0.174
61,blackscholes,simmedium,1,0.565
62,blackscholes,simlarge,1,2.24
63,blackscholes,simsmall,2,0.09
64,blackscholes,simmedium,2,0.34
65,blackscholes,simlarge,2,1.272
66,blackscholes,simsmall,4,0.055
67,blackscholes,simmedium,4,0.199
68,blackscholes,simlarge,4,0.787
69,blackscholes,simsmall,8,0.045
70,blackscholes,simmedium,8,0.173
71,blackscholes,simlarge,8,0.614
72,blackscholes,simsmall,12,0.044
73,blackscholes,simmedium,12,0.132
74,blackscholes,simlarge,12,0.5
75,blackscholes,simsmall,16,0.04
76,blackscholes,simmedium,16,0.124
77,blackscholes,simlarge,16,0.473
78,blackscholes,simsmall,20,0.038
79,blackscholes,simmedium,20,0.13
80,blackscholes,simlarge,20,0.456
81,blackscholes,simsmall,24,0.038
82,blackscholes,simmedium,24,0.119
83,blackscholes,simlarge,24,0.461
84,blackscholes,simsmall,28,0.039
85,blackscholes,simmedium,28,0.118
86,blackscholes,simlarge,28,0.433
87,blackscholes,simsmall,32,0.037
88,blackscholes,simmedium,32,0.119
89,blackscholes,simlarge,32,0.43
90,blackscholes,simsmall,1,0.207
91,blackscholes,simmedium,1,0.569
92,blackscholes,simlarge,1,2.247
93,blackscholes,simsmall,2,0.084
94,blackscholes,simmedium,2,0.308
95,blackscholes,simlarge,2,1.276
96,blackscholes,simsmall,4,0.057
97,blackscholes,simmedium,4,0.234
98,blackscholes,simlarge,4,0.868
99,blackscholes,simsmall,8,0.069
100,blackscholes,simmedium,8,0.158
101,blackscholes,simlarge,8,0.556
102,blackscholes,simsmall,12,0.037
103,blackscholes,simmedium,12,0.147
104,blackscholes,simlarge,12,0.488
105,blackscholes,simsmall,16,0.039
106,blackscholes,simmedium,16,0.14
107,blackscholes,simlarge,16,0.487
108,blackscholes,simsmall,20,0.038
109,blackscholes,simmedium,20,0.14
110,blackscholes,simlarge,20,0.473
111,blackscholes,simsmall,24,0.047
112,blackscholes,simmedium,24,0.121
113,blackscholes,simlarge,24,0.438
114,blackscholes,simsmall,28,0.038
115,blackscholes,simmedium,28,0.114
116,blackscholes,simlarge,28,0.469
117,blackscholes,simsmall,32,0.037
118,blackscholes,simmedium,32,0.115
119,blackscholes,simlarge,32,0.42
120,blackscholes,simsmall,1,0.141
121,blackscholes,simmedium,1,0.547
122,blackscholes,simlarge,1,2.198
123,blackscholes,simsmall,2,0.1
124,blackscholes,simmedium,2,0.321
125,blackscholes,simlarge,2,1.255
126,blackscholes,simsmall,4,0.076
127,blackscholes,simmedium,4,0.211
128,blackscholes,simlarge,4,0.786
129,blackscholes,simsmall,8,0.043
130,blackscholes,simmedium,8,0.167
131,blackscholes,simlarge,8,0.551
132,blackscholes,simsmall,12,0.036
133,blackscholes,simmedium,12,0.144
134,blackscholes,simlarge,12,0.516
135,blackscholes,simsmall,16,0.038
136,blackscholes,simmedium,16,0.128
137,blackscholes,simlarge,16,0.479
138,blackscholes,simsmall,20,0.046
139,blackscholes,simmedium,20,0.137
140,blackscholes,simlarge,20,0.47
141,blackscholes,simsmall,24,0.037
142,blackscholes,simmedium,24,0.12
143,blackscholes,simlarge,24,0.432
144,blackscholes,simsmall,28,0.038
145,blackscholes,simmedium,28,0.115
146,blackscholes,simlarge,28,0.396
147,blackscholes,simsmall,32,0.037
148,blackscholes,simmedium,32,0.115
149,blackscholes,simlarge,32,0.413
150,blackscholes,simsmall,1,0.142
151,blackscholes,simmedium,1,0.559
152,blackscholes,simlarge,1,2.242
153,blackscholes,simsmall,2,0.088
154,blackscholes,simmedium,2,0.326
155,blackscholes,simlarge,2,1.289
156,blackscholes,simsmall,4,0.08
157,blackscholes,simmedium,4,0.235
158,blackscholes,simlarge,4,0.83
159,blackscholes,simsmall,8,0.046
160,blackscholes,simmedium,8,0.151
161,blackscholes,simlarge,8,0.608
162,blackscholes,simsmall,12,0.036
163,blackscholes,simmedium,12,0.139
164,blackscholes,simlarge,12,0.518
165,blackscholes,simsmall,16,0.039
166,blackscholes,simmedium,16,0.132
167,blackscholes,simlarge,16,0.506
168,blackscholes,simsmall,20,0.038
169,blackscholes,simmedium,20,0.123
170,blackscholes,simlarge,20,0.468
171,blackscholes,simsmall,24,0.043
172,blackscholes,simmedium,24,0.129
173,blackscholes,simlarge,24,0.425
174,blackscholes,simsmall,28,0.039
175,blackscholes,simmedium,28,0.125
176,blackscholes,simlarge,28,0.447
177,blackscholes,simsmall,32,0.038
178,blackscholes,simmedium,32,0.12
179,blackscholes,simlarge,32,0.417
180,blackscholes,simsmall,1,0.146
181,blackscholes,simmedium,1,0.561
182,blackscholes,simlarge,1,2.248
183,blackscholes,simsmall,2,0.1
184,blackscholes,simmedium,2,0.339
185,blackscholes,simlarge,2,1.242
186,blackscholes,simsmall,4,0.064
187,blackscholes,simmedium,4,0.214
188,blackscholes,simlarge,4,0.811
189,blackscholes,simsmall,8,0.041
190,blackscholes,simmedium,8,0.164
191,blackscholes,simlarge,8,0.558
192,blackscholes,simsmall,12,0.038
193,blackscholes,simmedium,12,0.145
194,blackscholes,simlarge,12,0.48
195,blackscholes,simsmall,16,0.046
196,blackscholes,simmedium,16,0.13
197,blackscholes,simlarge,16,0.496
198,blackscholes,simsmall,20,0.041
199,blackscholes,simmedium,20,0.124
200,blackscholes,simlarge,20,0.441
201,blackscholes,simsmall,24,0.039
202,blackscholes,simmedium,24,0.114
203,blackscholes,simlarge,24,0.449
204,blackscholes,simsmall,28,0.037
205,blackscholes,simmedium,28,0.115
206,blackscholes,simlarge,28,0.452
207,blackscholes,simsmall,32,0.046
208,blackscholes,simmedium,32,0.123
209,blackscholes,simlarge,32,0.438
210,blackscholes,simsmall,1,0.145
211,blackscholes,simmedium,1,0.573
212,blackscholes,simlarge,1,2.267
213,blackscholes,simsmall,2,0.089
214,blackscholes,simmedium,2,0.35
215,blackscholes,simlarge,2,1.238
216,blackscholes,simsmall,4,0.062
217,blackscholes,simmedium,4,0.208
218,blackscholes,simlarge,4,0.766
219,blackscholes,simsmall,8,0.043
220,blackscholes,simmedium,8,0.141
221,blackscholes,simlarge,8,0.551
222,blackscholes,simsmall,12,0.046
223,blackscholes,simmedium,12,0.13
224,blackscholes,simlarge,12,0.475
225,blackscholes,simsmall,16,0.039
226,blackscholes,simmedium,16,0.129
227,blackscholes,simlarge,16,0.49
228,blackscholes,simsmall,20,0.041
229,blackscholes,simmedium,20,0.124
230,blackscholes,simlarge,20,0.458
231,blackscholes,simsmall,24,0.038
232,blackscholes,simmedium,24,0.118
233,blackscholes,simlarge,24,0.429
234,blackscholes,simsmall,28,0.05
235,blackscholes,simmedium,28,0.114
236,blackscholes,simlarge,28,0.437
237,blackscholes,simsmall,32,0.037
238,blackscholes,simmedium,32,0.119
239,blackscholes,simlarge,32,0.424
240,blackscholes,simsmall,1,0.148
241,blackscholes,simmedium,1,0.565
242,blackscholes,simlarge,1,2.186
243,blackscholes,simsmall,2,0.095
244,blackscholes,simmedium,2,0.331
245,blackscholes,simlarge,2,1.264
246,blackscholes,simsmall,4,0.066
247,blackscholes,simmedium,4,0.205
248,blackscholes,simlarge,4,0.795
249,blackscholes,simsmall,8,0.051
250,blackscholes,simmedium,8,0.152
251,blackscholes,simlarge,8,0.575
252,blackscholes,simsmall,12,0.043
253,blackscholes,simmedium,12,0.142
254,blackscholes,simlarge,12,0.489
255,blackscholes,simsmall,16,0.039
256,blackscholes,simmedium,16,0.126
257,blackscholes,simlarge,16,0.471
258,blackscholes,simsmall,20,0.038
259,blackscholes,simmedium,20,0.118
260,blackscholes,simlarge,20,0.432
261,blackscholes,simsmall,24,0.039
262,blackscholes,simmedium,24,0.131
263,blackscholes,simlarge,24,0.46
264,blackscholes,simsmall,28,0.039
265,blackscholes,simmedium,28,0.111
266,blackscholes,simlarge,28,0.478
267,blackscholes,simsmall,32,0.033
268,blackscholes,simmedium,32,0.118
269,blackscholes,simlarge,32,0.476
270,blackscholes,simsmall,1,0.148
271,blackscholes,simmedium,1,0.628
272,blackscholes,simlarge,1,2.211
273,blackscholes,simsmall,2,0.151
274,blackscholes,simmedium,2,0.322
275,blackscholes,simlarge,2,1.264
276,blackscholes,simsmall,4,0.057
277,blackscholes,simmedium,4,0.22
278,blackscholes,simlarge,4,0.788
279,blackscholes,simsmall,8,0.04
280,blackscholes,simmedium,8,0.149
281,blackscholes,simlarge,8,0.561
282,blackscholes,simsmall,12,0.044
283,blackscholes,simmedium,12,0.14
284,blackscholes,simlarge,12,0.501
285,blackscholes,simsmall,16,0.041
286,blackscholes,simmedium,16,0.133
287,blackscholes,simlarge,16,0.485
288,blackscholes,simsmall,20,0.046
289,blackscholes,simmedium,20,0.123
290,blackscholes,simlarge,20,0.44
291,blackscholes,simsmall,24,0.037
292,blackscholes,simmedium,24,0.118
293,blackscholes,simlarge,24,0.441
294,blackscholes,simsmall,28,0.045
295,blackscholes,simmedium,28,0.119
296,blackscholes,simlarge,28,0.428
297,blackscholes,simsmall,32,0.04
298,blackscholes,simmedium,32,0.12
299,blackscholes,simlarge,32,0.421
300,bodytrack,simsmall,1,0.486
301,bodytrack,simmedium,1,1.535
302,bodytrack,simlarge,1,5.212
303,bodytrack,simsmall,2,0.313
304,bodytrack,simmedium,2,0.862
305,bodytrack,simlarge,2,2.837
306,bodytrack,simsmall,4,0.24
307,bodytrack,simmedium,4,0.531
308,bodytrack,simlarge,4,1.64
309,bodytrack,simsmall,8,0.176
310,bodytrack,simmedium,8,0.421
311,bodytrack,simlarge,8,1.117
312,bodytrack,simsmall,12,0.168
313,bodytrack,simmedium,12,0.383
314,bodytrack,simlarge,12,0.982
315,bodytrack,simsmall,16,0.194
316,bodytrack,simmedium,16,0.413
317,bodytrack,simlarge,16,0.999
318,bodytrack,simsmall,20,0.2
319,bodytrack,simmedium,20,0.405
320,bodytrack,simlarge,20,0.953
321,bodytrack,simsmall,24,0.166
322,bodytrack,simmedium,24,0.407
323,bodytrack,simlarge,24,0.98
324,bodytrack,simsmall,28,0.195
325,bodytrack,simmedium,28,0.396
326,bodytrack,simlarge,28,0.973
327,bodytrack,simsmall,32,0.188
328,bodytrack,simmedium,32,0.375
329,bodytrack,simlarge,32,0.941
330,bodytrack,simsmall,1,0.483
331,bodytrack,simmedium,1,1.5
332,bodytrack,simlarge,1,5.175
333,bodytrack,simsmall,2,0.293
334,bodytrack,simmedium,2,0.836
335,bodytrack,simlarge,2,2.767
336,bodytrack,simsmall,4,0.205
337,bodytrack,simmedium,4,0.533
338,bodytrack,simlarge,4,1.668
339,bodytrack,simsmall,8,0.19
340,bodytrack,simmedium,8,0.388
341,bodytrack,simlarge,8,1.099
342,bodytrack,simsmall,12,0.172
343,bodytrack,simmedium,12,0.381
344,bodytrack,simlarge,12,0.968
345,bodytrack,simsmall,16,0.171
346,bodytrack,simmedium,16,0.398
347,bodytrack,simlarge,16,0.984
348,bodytrack,simsmall,20,0.192
349,bodytrack,simmedium,20,0.416
350,bodytrack,simlarge,20,1.015
351,bodytrack,simsmall,24,0.193
352,bodytrack,simmedium,24,0.406
353,bodytrack,simlarge,24,0.979
354,bodytrack,simsmall,28,0.188
355,bodytrack,simmedium,28,0.413
356,bodytrack,simlarge,28,1.021
357,bodytrack,simsmall,32,0.204
358,bodytrack,simmedium,32,0.402
359,bodytrack,simlarge,32,0.964
360,bodytrack,simsmall,1,0.52
361,bodytrack,simmedium,1,1.516
362,bodytrack,simlarge,1,5.164
363,bodytrack,simsmall,2,0.32
364,bodytrack,simmedium,2,0.832
365,bodytrack,simlarge,2,2.895
366,bodytrack,simsmall,4,0.241
367,bodytrack,simmedium,4,0.544
368,bodytrack,simlarge,4,1.664
369,bodytrack,simsmall,8,0.189
370,bodytrack,simmedium,8,0.434
371,bodytrack,simlarge,8,1.126
372,bodytrack,simsmall,12,0.205
373,bodytrack,simmedium,12,0.405
374,bodytrack,simlarge,12,1.04
375,bodytrack,simsmall,16,0.175
376,bodytrack,simmedium,16,0.417
377,bodytrack,simlarge,16,1.012
378,bodytrack,simsmall,20,0.195
379,bodytrack,simmedium,20,0.439
380,bodytrack,simlarge,20,1.037
381,bodytrack,simsmall,24,0.193
382,bodytrack,simmedium,24,0.406
383,bodytrack,simlarge,24,0.978
384,bodytrack,simsmall,28,0.191
385,bodytrack,simmedium,28,0.389
386,bodytrack,simlarge,28,0.973
387,bodytrack,simsmall,32,0.186
388,bodytrack,simmedium,32,0.407
389,bodytrack,simlarge,32,1.003
390,bodytrack,simsmall,1,0.506
391,bodytrack,simmedium,1,1.503
392,bodytrack,simlarge,1,5.197
393,bodytrack,simsmall,2,0.3
394,bodytrack,simmedium,2,0.856
395,bodytrack,simlarge,2,2.829
396,bodytrack,simsmall,4,0.215
397,bodytrack,simmedium,4,0.543
398,bodytrack,simlarge,4,1.641
399,bodytrack,simsmall,8,0.18
400,bodytrack,simmedium,8,0.417
401,bodytrack,simlarge,8,1.113
402,bodytrack,simsmall,12,0.219
403,bodytrack,simmedium,12,0.403
404,bodytrack,simlarge,12,0.982
405,bodytrack,simsmall,16,0.17
406,bodytrack,simmedium,16,0.364
407,bodytrack,simlarge,16,0.906
408,bodytrack,simsmall,20,0.163
409,bodytrack,simmedium,20,0.387
410,bodytrack,simlarge,20,0.999
411,bodytrack,simsmall,24,0.183
412,bodytrack,simmedium,24,0.457
413,bodytrack,simlarge,24,1.011
414,bodytrack,simsmall,28,0.184
415,bodytrack,simmedium,28,0.417
416,bodytrack,simlarge,28,0.995
417,bodytrack,simsmall,32,0.203
418,bodytrack,simmedium,32,0.422
419,bodytrack,simlarge,32,1.01
420,bodytrack,simsmall,1,0.499
421,bodytrack,simmedium,1,1.489
422,bodytrack,simlarge,1,5.138
423,bodytrack,simsmall,2,0.309
424,bodytrack,simmedium,2,0.873
425,bodytrack,simlarge,2,2.812
426,bodytrack,simsmall,4,0.212
427,bodytrack,simmedium,4,0.553
428,bodytrack,simlarge,4,1.684
429,bodytrack,simsmall,8,0.178
430,bodytrack,simmedium,8,0.416
431,bodytrack,simlarge,8,1.095
432,bodytrack,simsmall,12,0.211
433,bodytrack,simmedium,12,0.388
434,bodytrack,simlarge,12,0.99
435,bodytrack,simsmall,16,0.187
436,bodytrack,simmedium,16,0.402
437,bodytrack,simlarge,16,0.971
438,bodytrack,simsmall,20,0.204
439,bodytrack,simmedium,20,0.382
440,bodytrack,simlarge,20,1.006
441,bodytrack,simsmall,24,0.191
442,bodytrack,simmedium,24,0.396
443,bodytrack,simlarge,24,0.994
444,bodytrack,simsmall,28,0.204
445,bodytrack,simmedium,28,0.408
446,bodytrack,simlarge,28,1.033
447,bodytrack,simsmall,32,0.189
448,bodytrack,simmedium,32,0.39
449,bodytrack,simlarge,32,1.009
450,bodytrack,simsmall,1,0.53
451,bodytrack,simmedium,1,1.552
452,bodytrack,simlarge,1,5.225
453,bodytrack,simsmall,2,0.327
454,bodytrack,simmedium,2,0.88
455,bodytrack,simlarge,2,2.866
456,bodytrack,simsmall,4,0.234
457,bodytrack,simmedium,4,0.55
458,bodytrack,simlarge,4,1.716
459,bodytrack,simsmall,8,0.21
460,bodytrack,simmedium,8,0.486
461,bodytrack,simlarge,8,1.113
462,bodytrack,simsmall,12,0.182
463,bodytrack,simmedium,12,0.404
464,bodytrack,simlarge,12,1.05
465,bodytrack,simsmall,16,0.175
466,bodytrack,simmedium,16,0.378
467,bodytrack,simlarge,16,0.977
468,bodytrack,simsmall,20,0.191
469,bodytrack,simmedium,20,0.389
470,bodytrack,simlarge,20,1.051
471,bodytrack,simsmall,24,0.193
472,bodytrack,simmedium,24,0.426
473,bodytrack,simlarge,24,1.033
474,bodytrack,simsmall,28,0.189
475,bodytrack,simmedium,28,0.385
476,bodytrack,simlarge,28,0.982
477,bodytrack,simsmall,32,0.186
478,bodytrack,simmedium,32,0.435
479,bodytrack,simlarge,32,0.953
480,bodytrack,simsmall,1,0.478
481,bodytrack,simmedium,1,1.477
482,bodytrack,simlarge,1,5.268
483,bodytrack,simsmall,2,0.311
484,bodytrack,simmedium,2,0.848
485,bodytrack,simlarge,2,2.85
486,bodytrack,simsmall,4,0.22
487,bodytrack,simmedium,4,0.556
488,bodytrack,simlarge,4,1.692
489,bodytrack,simsmall,8,0.182
490,bodytrack,simmedium,8,0.444
491,bodytrack,simlarge,8,1.134
492,bodytrack,simsmall,12,0.177
493,bodytrack,simmedium,12,0.395
494,bodytrack,simlarge,12,1.003
495,bodytrack,simsmall,16,0.19
496,bodytrack,simmedium,16,0.389
497,bodytrack,simlarge,16,1.012
498,bodytrack,simsmall,20,0.19
499,bodytrack,simmedium,20,0.389
500,bodytrack,simlarge,20,0.978
501,bodytrack,simsmall,24,0.193
502,bodytrack,simmedium,24,0.402
503,bodytrack,simlarge,24,1.038
504,bodytrack,simsmall,28,0.186
505,bodytrack,simmedium,28,0.432
506,bodytrack,simlarge,28,1.014
507,bodytrack,simsmall,32,0.212
508,bodytrack,simmedium,32,0.414
509,bodytrack,simlarge,32,0.992
510,bodytrack,simsmall,1,0.491
511,bodytrack,simmedium,1,1.496
512,bodytrack,simlarge,1,5.08
513,bodytrack,simsmall,2,0.312
514,bodytrack,simmedium,2,0.843
515,bodytrack,simlarge,2,2.819
516,bodytrack,simsmall,4,0.214
517,bodytrack,simmedium,4,0.542
518,bodytrack,simlarge,4,1.681
519,bodytrack,simsmall,8,0.182
520,bodytrack,simmedium,8,0.454
521,bodytrack,simlarge,8,1.136
522,bodytrack,simsmall,12,0.19
523,bodytrack,simmedium,12,0.375
524,bodytrack,simlarge,12,1.034
525,bodytrack,simsmall,16,0.197
526,bodytrack,simmedium,16,0.384
527,bodytrack,simlarge,16,1.007
528,bodytrack,simsmall,20,0.175
529,bodytrack,simmedium,20,0.412
530,bodytrack,simlarge,20,0.974
531,bodytrack,simsmall,24,0.17
532,bodytrack,simmedium,24,0.437
533,bodytrack,simlarge,24,0.91
534,bodytrack,simsmall,28,0.188
535,bodytrack,simmedium,28,0.359
536,bodytrack,simlarge,28,0.935
537,bodytrack,simsmall,32,0.185
538,bodytrack,simmedium,32,0.418
539,bodytrack,simlarge,32,0.963
540,bodytrack,simsmall,1,0.503
541,bodytrack,simmedium,1,1.524
542,bodytrack,simlarge,1,5.152
543,bodytrack,simsmall,2,0.318
544,bodytrack,simmedium,2,0.881
545,bodytrack,simlarge,2,2.914
546,bodytrack,simsmall,4,0.224
547,bodytrack,simmedium,4,0.552
548,bodytrack,simlarge,4,1.68
549,bodytrack,simsmall,8,0.175
550,bodytrack,simmedium,8,0.39
551,bodytrack,simlarge,8,1.138
552,bodytrack,simsmall,12,0.178
553,bodytrack,simmedium,12,0.379
554,bodytrack,simlarge,12,1.005
555,bodytrack,simsmall,16,0.19
556,bodytrack,simmedium,16,0.43
557,bodytrack,simlarge,16,1.07
558,bodytrack,simsmall,20,0.221
559,bodytrack,simmedium,20,0.43
560,bodytrack,simlarge,20,0.98
561,bodytrack,simsmall,24,0.18
562,bodytrack,simmedium,24,0.416
563,bodytrack,simlarge,24,1.045
564,bodytrack,simsmall,28,0.193
565,bodytrack,simmedium,28,0.424
566,bodytrack,simlarge,28,1.035
567,bodytrack,simsmall,32,0.191
568,bodytrack,simmedium,32,0.423
569,bodytrack,simlarge,32,0.958
570,bodytrack,simsmall,1,0.493
571,bodytrack,simmedium,1,1.539
572,bodytrack,simlarge,1,5.135
573,bodytrack,simsmall,2,0.33
574,bodytrack,simmedium,2,0.893
575,bodytrack,simlarge,2,2.867
576,bodytrack,simsmall,4,0.217
577,bodytrack,simmedium,4,0.56
578,bodytrack,simlarge,4,1.721
579,bodytrack,simsmall,8,0.18
580,bodytrack,simmedium,8,0.416
581,bodytrack,simlarge,8,1.133
582,bodytrack,simsmall,12,0.214
583,bodytrack,simmedium,12,0.432
584,bodytrack,simlarge,12,0.99
585,bodytrack,simsmall,16,0.187
586,bodytrack,simmedium,16,0.4
587,bodytrack,simlarge,16,1.011
588,bodytrack,simsmall,20,0.189
589,bodytrack,simmedium,20,0.399
590,bodytrack,simlarge,20,0.998
591,bodytrack,simsmall,24,0.197
592,bodytrack,simmedium,24,0.406
593,bodytrack,simlarge,24,0.978
594,bodytrack,simsmall,28,0.207
595,bodytrack,simmedium,28,0.407
596,bodytrack,simlarge,28,0.98
597,bodytrack,simsmall,32,0.204
598,bodytrack,simmedium,32,0.404
599,bodytrack,simlarge,32,1.048
600,canneal,simsmall,1,3.507
601,canneal,simmedium,1,7.873
602,canneal,simlarge,1,16.979
603,canneal,simsmall,2,2.227
604,canneal,simmedium,2,6.158
605,canneal,simlarge,2,10.992
606,canneal,simsmall,4,1.901
607,canneal,simmedium,4,5.075
608,canneal,simlarge,4,11.952
609,canneal,simsmall,8,2.623
610,canneal,simmedium,8,4.925
611,canneal,simlarge,8,13.384
612,canneal,simsmall,12,2.308
613,canneal,simmedium,12,5.441
614,canneal,simlarge,12,12.711
615,canneal,simsmall,16,2.278
616,canneal,simmedium,16,5.745
617,canneal,simlarge,16,11.304
618,canneal,simsmall,20,2.135
619,canneal,simmedium,20,4.378
620,canneal,simlarge,20,13.578
621,canneal,simsmall,24,2.461
622,canneal,simmedium,24,6.062
623,canneal,simlarge,24,12.458
624,canneal,simsmall,28,2.458
625,canneal,simmedium,28,6.519
626,canneal,simlarge,28,11.876
627,canneal,simsmall,32,2.108
628,canneal,simmedium,32,4.965
629,canneal,simlarge,32,13.351
630,canneal,simsmall,1,3.323
631,canneal,simmedium,1,9.198
632,canneal,simlarge,1,18.489
633,canneal,simsmall,2,2.834
634,canneal,simmedium,2,7.614
635,canneal,simlarge,2,15.55
636,canneal,simsmall,4,2.363
637,canneal,simmedium,4,6.662
638,canneal,simlarge,4,10.625
639,canneal,simsmall,8,2.114
640,canneal,simmedium,8,5.7
641,canneal,simlarge,8,13.592
642,canneal,simsmall,12,1.984
643,canneal,simmedium,12,5.516
644,canneal,simlarge,12,12.495
645,canneal,simsmall,16,2.031
646,canneal,simmedium,16,5.629
647,canneal,simlarge,16,13.415
648,canneal,simsmall,20,1.859
649,canneal,simmedium,20,6.638
650,canneal,simlarge,20,12.629
651,canneal,simsmall,24,2.597
652,canneal,simmedium,24,6.07
653,canneal,simlarge,24,12.765
654,canneal,simsmall,28,2.322
655,canneal,simmedium,28,5.714
656,canneal,simlarge,28,10.159
657,canneal,simsmall,32,2.23
658,canneal,simmedium,32,6.149
659,canneal,simlarge,32,11.189
660,canneal,simsmall,1,3.842
661,canneal,simmedium,1,8.702
662,canneal,simlarge,1,17.888
663,canneal,simsmall,2,2.512
664,canneal,simmedium,2,6.601
665,canneal,simlarge,2,14.294
666,canneal,simsmall,4,2.472
667,canneal,simmedium,4,4.67
