,Name,Size,branch-instructions,branch-misses in %,L3-cache-misses,L3-cache-miss-rate in %,L3-cache-references,cpu-cycles,total-instructions,IPC,cpu-clock,page-faults,L1-data-cache-loads,L1-instruction-cache-load-misses,LLC-load-misses
297,streamcluster,simsmall,492636060.0,3.09,16603001.0,17.064,97299045.0,5734350109.0,2972569563.0,0.52,2476.14,137081.0,1403817126.0,35859969.0,16164769.0
298,streamcluster,simmedium,693336618.0,2.43,37343917.0,22.231,167979084.0,11017973342.0,6212598339.0,0.56,4705.41,137520.0,3031191818.0,35727204.0,36780569.0
299,streamcluster,simlarge,1224846901.0,1.53,91920823.0,21.446,428618154.0,31746328625.0,21027699138.0,0.66,13491.06,140475.0,9742453127.0,38315889.0,89678090.0
300,streamcluster,simsmall,511542796.0,3.01,16790470.0,17.247,97353717.0,5591716476.0,2940615521.0,0.53,2398.86,136817.0,1390935105.0,35519063.0,16231001.0
301,streamcluster,simmedium,655584834.0,2.6,38109797.0,22.691,167953625.0,10993062556.0,6122291616.0,0.56,4695.37,137852.0,2978143471.0,36768575.0,37215172.0
302,streamcluster,simlarge,1198106775.0,1.69,93840503.0,21.872,429050215.0,35115535640.0,21115582575.0,0.6,14971.73,141411.0,9730089503.0,39196698.0,91723682.0
303,streamcluster,simsmall,489198312.0,3.16,16466236.0,17.02,96745468.0,5572951051.0,2845399838.0,0.51,2392.79,136784.0,1353012974.0,35733100.0,15859969.0
304,streamcluster,simmedium,678634651.0,2.42,37703391.0,22.406,168274029.0,10703414967.0,6253530474.0,0.58,4569.37,137820.0,3041991690.0,35416981.0,36558954.0
305,streamcluster,simlarge,1185581580.0,1.72,91966482.0,21.475,428257825.0,32651565010.0,21044255389.0,0.64,13891.95,141700.0,9736771994.0,40704641.0,90185472.0
306,streamcluster,simsmall,487695713.0,3.17,15788930.0,16.445,96013154.0,5483793605.0,2991033191.0,0.55,2351.4,137032.0,1376161700.0,35653953.0,15497031.0
307,streamcluster,simmedium,640295542.0,2.63,36154041.0,21.908,165024847.0,10556015955.0,6164415814.0,0.58,4555.13,137811.0,2982921981.0,36595606.0,35467899.0
308,streamcluster,simlarge,1193943479.0,1.68,88170036.0,21.009,419678683.0,31270640323.0,21135145940.0,0.68,13318.24,137278.0,9765067319.0,38723975.0,87093026.0
309,streamcluster,simsmall,499214790.0,3.12,15800696.0,16.021,98625229.0,5623171868.0,2963918219.0,0.53,2429.17,136794.0,1396820083.0,35150454.0,15011541.0
310,streamcluster,simmedium,661736386.0,2.62,38258412.0,22.407,170743302.0,11604359691.0,6208242241.0,0.53,4968.31,137858.0,3010113976.0,37053306.0,37419573.0
311,streamcluster,simlarge,1211160048.0,1.58,92500457.0,21.641,427431745.0,32775423665.0,21105456577.0,0.64,13953.37,141610.0,9767867774.0,39985154.0,90883730.0
312,streamcluster,simsmall,578424456.0,2.76,16880062.0,17.248,97868199.0,6016276125.0,3160292651.0,0.53,2596.6,136479.0,1523604391.0,34721995.0,16430131.0
313,streamcluster,simmedium,647732233.0,2.58,35435639.0,20.99,168818349.0,10448700712.0,6148131911.0,0.59,4461.07,137821.0,2986513966.0,35063053.0,34932360.0
314,streamcluster,simlarge,1346714338.0,1.42,92280207.0,21.474,429719940.0,32610771605.0,21456548697.0,0.66,13881.0,140008.0,9985106352.0,37480872.0,90458878.0
315,swaptions,simsmall,631538150.0,3.25,16110126.0,16.523,97500002.0,6724890232.0,3634684463.0,0.54,2884.78,135686.0,1760340791.0,36508501.0,15377272.0
316,swaptions,simmedium,1376028500.0,2.76,16965517.0,10.607,159941636.0,13066557527.0,9198341347.0,0.7,5582.58,137238.0,4190799470.0,42696119.0,16825637.0
317,swaptions,simlarge,4368815928.0,2.45,19051836.0,4.627,411746961.0,37596730004.0,31045813933.0,0.83,16034.24,136922.0,13859919190.0,58199413.0,18282109.0
318,swaptions,simsmall,635298373.0,3.22,16578523.0,17.311,95769505.0,6440604484.0,3626239366.0,0.56,2758.4,136759.0,1737507537.0,35792603.0,16441868.0
319,swaptions,simmedium,1370460371.0,2.85,16654323.0,10.281,161987314.0,12883847478.0,9144547557.0,0.71,5550.52,137090.0,4162394222.0,40568785.0,16634861.0
320,swaptions,simlarge,4386629431.0,2.44,19945390.0,4.854,410912389.0,38146696714.0,31081559304.0,0.81,16254.36,137240.0,13958646847.0,58353459.0,19322684.0
321,swaptions,simsmall,626215636.0,3.5,15638581.0,15.657,99881232.0,6733952354.0,3676071699.0,0.55,2889.94,137006.0,1756630836.0,38159351.0,15330395.0
322,swaptions,simmedium,1470215202.0,2.58,15668717.0,9.733,160989107.0,12968643313.0,9326110099.0,0.72,5562.31,136968.0,4278252984.0,40343747.0,15932162.0
323,swaptions,simlarge,4359165248.0,2.44,17413290.0,4.261,408627849.0,37141669188.0,31106477171.0,0.84,15913.99,137549.0,13858569251.0,55741838.0,17388318.0
324,swaptions,simsmall,635576884.0,3.19,16239350.0,16.621,97702820.0,6681285390.0,3708598613.0,0.56,2868.58,136646.0,1770704221.0,35553277.0,15791372.0
325,swaptions,simmedium,1383252446.0,2.75,15023324.0,9.538,157507043.0,12507576989.0,9091449888.0,0.73,5371.39,136954.0,4127726060.0,39015737.0,14497866.0
326,swaptions,simlarge,4359832045.0,2.48,19386839.0,4.707,411869997.0,38642972929.0,31083894942.0,0.8,16444.63,137181.0,13848987566.0,58868339.0,18989466.0
327,swaptions,simsmall,620607853.0,3.34,15712344.0,16.235,96778069.0,6636797556.0,3716265109.0,0.56,2850.35,136437.0,1777650702.0,36291218.0,16104845.0
328,swaptions,simmedium,1376589049.0,2.71,16182645.0,10.055,160947332.0,12631658117.0,9137923593.0,0.72,5391.68,136972.0,4174059382.0,38947008.0,15687440.0
329,swaptions,simlarge,4345153652.0,2.47,18027235.0,4.328,416563267.0,37049869122.0,31179359407.0,0.84,15800.77,137387.0,13851307229.0,55848416.0,18266489.0
330,swaptions,simsmall,688695411.0,3.04,15767779.0,16.061,98176941.0,6748950289.0,3774902478.0,0.56,2905.39,137127.0,1803982305.0,36406915.0,15561062.0
331,swaptions,simmedium,1398853037.0,2.71,16560448.0,10.269,161272916.0,12800023080.0,9195468118.0,0.72,5470.54,136623.0,4197929041.0,40253746.0,16226729.0
332,swaptions,simlarge,4381276219.0,2.42,18594481.0,4.571,406817809.0,37207602015.0,31110135701.0,0.84,15912.66,137332.0,13862663213.0,56504240.0,17489839.0
333,swaptions,simsmall,656216278.0,3.16,13017314.0,13.569,95935754.0,6022617815.0,3684273439.0,0.61,2591.17,136861.0,1771812490.0,34512822.0,13182076.0
334,swaptions,simmedium,1400111276.0,2.72,14726681.0,9.088,162048364.0,12413986934.0,9296485286.0,0.75,5373.64,136958.0,4217148533.0,41091601.0,13908598.0
335,swaptions,simlarge,4369238121.0,2.43,16661374.0,4.071,409233347.0,36318015044.0,31134624739.0,0.86,15558.67,137148.0,13817908877.0,54866523.0,16776514.0
336,swaptions,simsmall,623576431.0,3.24,16413172.0,17.035,96350494.0,6527986417.0,3656819157.0,0.56,2801.32,136828.0,1750838703.0,35687739.0,15666397.0
337,swaptions,simmedium,1367198421.0,2.77,16285383.0,10.293,158211494.0,12625553403.0,9197938753.0,0.73,5398.05,137071.0,4199610742.0,39396649.0,15748190.0
338,swaptions,simlarge,4369841401.0,2.43,19097474.0,4.646,411036778.0,37221974596.0,31111476815.0,0.84,15889.59,137392.0,13868302916.0,56292766.0,18305921.0
339,swaptions,simsmall,640796523.0,3.26,16374497.0,16.876,97026058.0,6572474740.0,3650834873.0,0.56,2819.04,136873.0,1744261230.0,35748740.0,15546433.0
340,swaptions,simmedium,1386297648.0,2.73,16602339.0,10.381,159933879.0,12736744429.0,9205008728.0,0.72,5452.74,136599.0,4197187314.0,40263347.0,16558106.0
341,swaptions,simlarge,4380516103.0,2.42,20220010.0,4.94,409338539.0,37420383191.0,31163198893.0,0.83,15948.0,136903.0,13897901621.0,56510140.0,18532053.0
342,swaptions,simsmall,624760387.0,3.35,16035801.0,16.662,96243871.0,6549844990.0,3636609319.0,0.56,2814.17,136987.0,1748142950.0,37393537.0,15586355.0
343,swaptions,simmedium,1377444979.0,2.71,17051902.0,10.685,159586984.0,12719502234.0,9138287594.0,0.72,5433.51,136896.0,4190956589.0,39844371.0,15655039.0
344,swaptions,simlarge,4354553270.0,2.47,18809925.0,4.658,403845362.0,37065443411.0,31074149551.0,0.84,15777.13,136662.0,13833680259.0,55781339.0,18486769.0
345,swaptions,simsmall,637083535.0,3.22,16472489.0,16.895,97498232.0,6600213103.0,3676517889.0,0.56,2829.03,136783.0,1762491991.0,36164289.0,15502716.0
346,swaptions,simmedium,1409292892.0,2.68,16221691.0,10.191,159172083.0,12792688775.0,9106251306.0,0.71,5463.94,136971.0,4176824844.0,41250889.0,15902476.0
347,swaptions,simlarge,4358884995.0,2.46,19724672.0,4.786,412103750.0,37605363810.0,31125716311.0,0.83,16081.64,137248.0,13879634228.0,60031824.0,18641427.0
348,swaptions,simsmall,632101418.0,3.22,16260263.0,16.669,97546465.0,6763687937.0,3605276102.0,0.53,2905.33,136675.0,1727859373.0,35298404.0,15293073.0
349,swaptions,simmedium,1381073625.0,2.77,17028681.0,10.496,162241151.0,12963733668.0,9280690600.0,0.72,5542.87,136958.0,4228750270.0,40418626.0,16492012.0
350,swaptions,simlarge,4363688231.0,2.49,19401291.0,4.7,412835622.0,38062223724.0,31135559827.0,0.82,16267.35,137110.0,13879866649.0,59179069.0,18463032.0
351,swaptions,simsmall,629156311.0,3.22,15166634.0,15.552,97522511.0,6438449840.0,3537027370.0,0.55,2766.12,136734.0,1719087973.0,34434715.0,14386320.0
352,swaptions,simmedium,1382200266.0,2.72,14874169.0,9.3,159937690.0,12657738848.0,9125122176.0,0.72,5414.3,136945.0,4159814650.0,40133651.0,14600510.0
353,swaptions,simlarge,4364242828.0,2.44,17433564.0,4.237,411419862.0,37007256199.0,31025592845.0,0.84,15805.52,137437.0,13836098207.0,58653877.0,16975141.0
354,swaptions,simsmall,635087976.0,3.23,15733518.0,16.192,97166427.0,6530542203.0,3589652666.0,0.55,2804.02,136771.0,1739178618.0,35488774.0,14487472.0
355,swaptions,simmedium,1377826329.0,2.76,17039051.0,10.688,159421156.0,13058292317.0,9266473803.0,0.71,5580.92,137012.0,4197573002.0,41857130.0,17237752.0
356,swaptions,simlarge,4375805306.0,2.43,19535937.0,4.778,408857409.0,37604985019.0,31345274609.0,0.83,16059.48,137451.0,13937513022.0,55625935.0,18136513.0
357,swaptions,simsmall,631134862.0,3.41,15377108.0,15.762,97560899.0,6687731825.0,3636197567.0,0.54,2870.01,136657.0,1746148001.0,38493425.0,15165746.0
358,swaptions,simmedium,1362861490.0,2.8,17122057.0,10.743,159373203.0,12725018834.0,9211757369.0,0.72,5432.9,136986.0,4191207295.0,38896961.0,15798597.0
359,swaptions,simlarge,4344704841.0,2.46,18497624.0,4.529,408402159.0,37396171429.0,31095327042.0,0.83,15958.98,137304.0,13830552805.0,56606039.0,18595515.0
360,vips,simsmall,815367520.0,1.99,18807364.0,17.873,105229776.0,7695783576.0,5599927047.0,0.73,3335.0,140533.0,1980668689.0,35170200.0,18284508.0
361,vips,simmedium,1728558521.0,1.18,25753194.0,15.329,168002133.0,14265929106.0,14145212262.0,0.99,6111.42,147069.0,4169216117.0,41744037.0,24746301.0
362,vips,simlarge,4032690615.0,0.69,36685120.0,12.612,290869066.0,29574207229.0,35002891305.0,1.18,12708.78,161123.0,9624329200.0,50570964.0,36227923.0
363,vips,simsmall,818562915.0,2.03,18119618.0,17.289,104803295.0,7365842635.0,5789596263.0,0.79,3175.98,141874.0,2006676309.0,35053712.0,16875151.0
364,vips,simmedium,1732783298.0,1.18,24909964.0,14.748,168898998.0,14019120106.0,13725076079.0,0.98,6005.49,147264.0,4090433733.0,41955138.0,24117314.0
365,vips,simlarge,4058575659.0,0.69,38937773.0,13.207,294826693.0,29947313602.0,34814488726.0,1.16,12814.0,161228.0,9588202411.0,53005808.0,37662208.0
366,vips,simsmall,831368323.0,2.02,18614971.0,17.622,105632184.0,7556854809.0,5704362058.0,0.75,3252.41,141803.0,2004138198.0,36375864.0,17485725.0
367,vips,simmedium,1678958670.0,1.21,26426723.0,15.746,167830612.0,14262936927.0,13815461339.0,0.97,6114.89,147120.0,4086206442.0,41480893.0,25675235.0
368,vips,simlarge,4031650272.0,0.71,39311284.0,13.4,293365199.0,30791148115.0,34835663445.0,1.13,13189.06,161276.0,9655154628.0,55666996.0,38347379.0
369,vips,simsmall,824541834.0,1.97,16935141.0,16.132,104976980.0,7220283590.0,5683968539.0,0.79,3096.36,141798.0,1979379122.0,36117355.0,15977680.0
370,vips,simmedium,1695918295.0,1.16,25756389.0,15.277,168596927.0,14155625221.0,13774201785.0,0.97,6064.06,147157.0,4093982999.0,40951898.0,24718048.0
371,vips,simlarge,4035180025.0,0.71,38808693.0,13.152,295071401.0,29927352667.0,35137920304.0,1.17,12793.68,162255.0,9657624205.0,50824313.0,35892745.0
372,vips,simsmall,815879623.0,2.0,19160641.0,17.958,106695099.0,7793464887.0,5867990720.0,0.75,3332.4,141618.0,2046785360.0,36329563.0,18554191.0
373,vips,simmedium,1679885870.0,1.2,26720173.0,15.776,169371636.0,14178984901.0,13783343521.0,0.97,6058.99,146979.0,4084614866.0,42516104.0,26313338.0
374,vips,simlarge,4038643302.0,0.73,38653512.0,13.174,293411971.0,30117360326.0,34899913795.0,1.16,12872.88,160899.0,9656078912.0,54349443.0,37528942.0
375,vips,simsmall,809302768.0,2.08,18703036.0,17.785,105162147.0,7524733969.0,5644227785.0,0.75,3236.38,141519.0,1987838597.0,37124037.0,18640615.0
376,vips,simmedium,1682993838.0,1.21,23923676.0,14.36,166602875.0,14119467506.0,13804976396.0,0.98,6047.74,147320.0,4080137915.0,41386873.0,23869647.0
377,vips,simlarge,4037060003.0,0.7,35861704.0,12.137,295464292.0,29403008593.0,34968977800.0,1.19,12593.51,160650.0,9648398333.0,54419355.0,34214306.0
378,vips,simsmall,802853166.0,2.08,19336390.0,18.38,105204886.0,7570615151.0,5740704537.0,0.76,3258.22,141538.0,1999335517.0,36113429.0,18676051.0
379,vips,simmedium,1691313629.0,1.21,25128612.0,14.882,168857897.0,13945193349.0,13847480942.0,0.99,5949.65,147078.0,4108379223.0,41075739.0,23900828.0
380,vips,simlarge,4029298356.0,0.71,39475801.0,13.529,291779144.0,30369067641.0,35084010036.0,1.16,12969.72,160900.0,9631068679.0,52567859.0,38359110.0
381,vips,simsmall,823691760.0,1.98,19496628.0,18.568,105001429.0,7696218917.0,5658314023.0,0.74,3307.01,141653.0,2003255969.0,37030922.0,18421761.0
382,vips,simmedium,1731589238.0,1.18,26765745.0,15.819,169195997.0,14356754866.0,14082621122.0,0.98,6160.89,147114.0,4173284921.0,41938210.0,25341768.0
383,vips,simlarge,4049114101.0,0.7,39916808.0,13.657,292273904.0,30071995156.0,34912088856.0,1.16,12854.21,161141.0,9610066699.0,53517404.0,38430967.0
384,vips,simsmall,813302783.0,2.05,18853170.0,17.732,106320455.0,7726180081.0,5628283470.0,0.73,3316.62,141669.0,1956129909.0,36794811.0,18225170.0
385,vips,simmedium,1694368689.0,1.25,25787616.0,15.202,169637843.0,14350225957.0,13825527220.0,0.96,6143.16,147077.0,4112556298.0,45232979.0,25029273.0
386,vips,simlarge,4053949984.0,0.71,38514097.0,12.886,298876982.0,30080298622.0,34863131605.0,1.16,12881.88,162013.0,9618658420.0,54686657.0,36850567.0
387,vips,simsmall,819961426.0,2.03,18341237.0,17.141,106999489.0,7601714958.0,5696133355.0,0.75,3285.18,141916.0,1987777262.0,36994658.0,17596130.0
388,vips,simmedium,1696818006.0,1.18,26543287.0,15.689,169178823.0,14237988066.0,13874698537.0,0.97,6086.2,147077.0,4120159862.0,41136803.0,24992825.0
389,vips,simlarge,4039730990.0,0.71,39010270.0,13.197,295591256.0,30283082348.0,34852675280.0,1.15,12914.07,162117.0,9593636772.0,52847307.0,37738218.0
390,vips,simsmall,837344618.0,1.96,19626841.0,18.393,106710620.0,7885463186.0,5732598653.0,0.73,3390.85,141694.0,2006543785.0,38613617.0,18789285.0
391,vips,simmedium,1698215150.0,1.18,26593647.0,15.576,170739833.0,14276534527.0,13764406586.0,0.96,6137.92,147436.0,4125215602.0,43012691.0,25612796.0
392,vips,simlarge,4032107839.0,0.71,39195476.0,13.397,292578613.0,30029596173.0,34935211996.0,1.16,12826.69,162406.0,9640873777.0,54694253.0,37605314.0
393,vips,simsmall,824605556.0,1.97,18362949.0,17.461,105164931.0,7545703115.0,5597891624.0,0.74,3253.78,141864.0,1993672933.0,36723436.0,18218373.0
394,vips,simmedium,1704582163.0,1.19,27579405.0,16.319,168997104.0,14541103860.0,13832442077.0,0.95,6217.64,146996.0,4096135036.0,42028076.0,26155562.0
395,vips,simlarge,4036307091.0,0.7,40366418.0,13.715,294326598.0,30857140650.0,34882108522.0,1.13,13194.58,162368.0,9651413364.0,54409968.0,39549236.0
396,vips,simsmall,817072326.0,2.02,19321875.0,18.347,105311783.0,7676748766.0,5659193545.0,0.74,3291.63,141748.0,1987676553.0,36911149.0,18508449.0
397,vips,simmedium,1703602659.0,1.19,25258384.0,14.971,168710234.0,14063842010.0,13752571053.0,0.98,6032.82,147129.0,4091176667.0,40673537.0,24542705.0
398,vips,simlarge,4051843948.0,0.7,38341536.0,13.062,293541654.0,30274483175.0,34701716524.0,1.15,12929.08,162415.0,9582411347.0,55399285.0,37657558.0
399,vips,simsmall,810510415.0,2.03,19866768.0,18.608,106766416.0,7855394901.0,5727557616.0,0.73,3379.11,141932.0,2000528479.0,38278659.0,19361852.0
400,vips,simmedium,1695311701.0,1.22,26270091.0,15.437,170177265.0,14425571165.0,13838927834.0,0.96,6149.51,147111.0,4102728700.0,43678914.0,25113081.0
401,vips,simlarge,4062958851.0,0.72,37274366.0,12.621,295327217.0,30718730150.0,35065773612.0,1.14,13095.64,162152.0,9628075988.0,54727076.0,35907597.0
402,vips,simsmall,806104957.0,2.06,19008295.0,17.996,105624531.0,7619633349.0,5643380805.0,0.74,3261.35,141636.0,1975751702.0,37678635.0,19137225.0
403,vips,simmedium,1746090071.0,1.16,25324453.0,15.189,166728932.0,14424060915.0,13786810110.0,0.96,6160.21,146995.0,4135078073.0,41400416.0,24426478.0
404,vips,simlarge,4054101860.0,0.73,38909793.0,13.209,294578830.0,31106297240.0,35084450176.0,1.13,13265.61,162246.0,9650702802.0,53060900.0,36896871.0
405,x264,simsmall,418058153.0,4.29,16671038.0,18.259,91305316.0,5170041238.0,2413504652.0,0.47,2223.7,138595.0,1209954249.0,38363647.0,16903605.0
406,x264,simmedium,646775813.0,5.11,21819505.0,13.077,166847960.0,8495028723.0,5739927375.0,0.68,3636.14,139773.0,2774797282.0,59152114.0,20561986.0
407,x264,simlarge,1197236000.0,5.74,37739953.0,10.087,374145023.0,17199376335.0,14774925544.0,0.86,7340.02,144807.0,6802624465.0,116420973.0,37200932.0
408,x264,simsmall,415498447.0,4.28,14666773.0,16.167,90722864.0,4815525753.0,2521815581.0,0.52,2062.76,140007.0,1251168552.0,37849546.0,13953319.0
409,x264,simmedium,651405710.0,5.08,17933353.0,10.687,167807662.0,7661685367.0,5656571384.0,0.74,3279.22,139902.0,2730811135.0,55718629.0,17179105.0
410,x264,simlarge,1253705020.0,5.89,35436762.0,9.309,380672970.0,17322259631.0,15392532046.0,0.89,7386.89,144556.0,7026856231.0,112776353.0,34414467.0
411,x264,simsmall,413149066.0,4.3,14564908.0,16.283,89446445.0,4474437825.0,2444714032.0,0.55,1930.03,139492.0,1206822979.0,35999429.0,13787883.0
412,x264,simmedium,662338102.0,5.29,19445529.0,11.707,166096939.0,8399826337.0,6126925004.0,0.73,3595.37,139983.0,2911016252.0,60135717.0,19823247.0
413,x264,simlarge,1193076266.0,5.83,29858926.0,8.062,370353642.0,15938206914.0,14917880988.0,0.94,6793.71,144716.0,6861080329.0,107434566.0,29170531.0
414,x264,simsmall,434016090.0,4.07,15679646.0,17.386,90188016.0,4905780551.0,2443003614.0,0.5,2109.98,139819.0,1206252591.0,38046169.0,15521862.0
415,x264,simmedium,630489803.0,5.28,20947340.0,12.88,162639549.0,8246789296.0,5807019306.0,0.7,3534.61,140077.0,2768142148.0,58205731.0,21194830.0
416,x264,simlarge,1207363734.0,5.69,34867502.0,9.304,374762742.0,16754084199.0,14746289746.0,0.88,7143.49,144911.0,6800746607.0,112864257.0,34559188.0
417,x264,simsmall,445456855.0,4.64,17559327.0,18.849,93159192.0,5650340468.0,2839446856.0,0.5,2419.72,139874.0,1378269062.0,40228251.0,16650237.0
418,x264,simmedium,644216462.0,5.39,20662911.0,12.376,166963116.0,8245015738.0,6065432302.0,0.74,3522.7,139845.0,2881305560.0,56384093.0,20147082.0
419,x264,simlarge,1256011446.0,5.87,33551681.0,8.816,380596211.0,17392960455.0,15335162020.0,0.88,7415.34,144877.0,7054781815.0,112337556.0,31894457.0
420,x264,simsmall,444193743.0,3.8,13580731.0,14.885,91235769.0,4463174377.0,2464012357.0,0.55,1917.72,139910.0,1229059212.0,33800294.0,13787071.0
421,x264,simmedium,649002142.0,5.13,20312676.0,12.305,165078724.0,8172219850.0,5805338432.0,0.71,3497.43,139919.0,2822081816.0,58327279.0,20269021.0
422,x264,simlarge,1233812952.0,5.99,37919122.0,9.941,381431273.0,17529301119.0,15539215222.0,0.89,7480.25,144848.0,7094688056.0,118384291.0,37866677.0
423,x264,simsmall,451745664.0,4.18,13386798.0,14.804,90424342.0,4709279458.0,2685275535.0,0.57,2021.88,139915.0,1325680505.0,36791706.0,13344068.0
424,x264,simmedium,629816677.0,5.32,19851791.0,11.942,166230824.0,7956064355.0,5768082073.0,0.72,3406.09,139840.0,2770519394.0,58726802.0,19839621.0
425,x264,simlarge,1295169388.0,5.89,35021627.0,9.218,379910865.0,17393539785.0,15666144996.0,0.9,7423.0,144511.0,7203637479.0,116743590.0,34365255.0
426,x264,simsmall,418163993.0,4.27,16564754.0,18.567,89217899.0,5047307315.0,2542038658.0,0.5,2167.65,140090.0,1264254510.0,39678191.0,16316089.0
427,x264,simmedium,646915132.0,5.14,21641317.0,12.86,168282258.0,8488337767.0,5827538781.0,0.69,3632.35,139867.0,2805200213.0,61049225.0,21364742.0
428,x264,simlarge,1209878265.0,5.77,34214497.0,9.077,376954815.0,16860841469.0,14839639049.0,0.88,7182.38,144854.0,6837934917.0,112763269.0,33517408.0
429,x264,simsmall,426016271.0,4.26,16312574.0,17.931,90971885.0,5075900710.0,2462307125.0,0.49,2174.14,139816.0,1212483509.0,37662196.0,15473716.0
430,x264,simmedium,660974234.0,5.03,22803835.0,13.712,166302170.0,8545247129.0,5783275591.0,0.68,3658.22,139861.0,2789363780.0,61200009.0,21826708.0
431,x264,simlarge,1266522330.0,5.98,32293906.0,8.548,377800902.0,16757974029.0,15712767315.0,0.94,7132.76,145017.0,7158182358.0,120381955.0,31453732.0
432,x264,simsmall,427409935.0,4.3,11074460.0,11.85,93456170.0,4532147219.0,2434531767.0,0.54,1955.12,139786.0,1215164630.0,38326965.0,10948707.0
433,x264,simmedium,659303698.0,5.05,20175111.0,12.298,164051562.0,8126025700.0,5746761124.0,0.71,3478.42,139519.0,2790490525.0,59486090.0,19550074.0
434,x264,simlarge,1240766635.0,5.93,37871240.0,10.026,377731448.0,17607898058.0,15238307829.0,0.87,7520.3,144918.0,7047579197.0,122819268.0,37335636.0
435,x264,simsmall,430940172.0,4.12,15423552.0,16.912,91201026.0,4964091111.0,2449801425.0,0.49,2134.22,139985.0,1203664617.0,38340339.0,15174144.0
436,x264,simmedium,631183980.0,5.22,22223479.0,13.624,163116649.0,8357418210.0,5743395502.0,0.69,3576.57,139466.0,2773128149.0,59949733.0,21170528.0
437,x264,simlarge,1237207038.0,5.87,39689397.0,10.605,374251330.0,17847160438.0,15313107722.0,0.86,7615.31,144953.0,7019375180.0,121940349.0,38678653.0
438,x264,simsmall,417588468.0,4.26,16787054.0,18.019,93160527.0,5224552314.0,2489035401.0,0.48,2240.02,139760.0,1231126771.0,38563974.0,16679644.0
439,x264,simmedium,683001414.0,4.81,22847471.0,13.684,166962139.0,8494824774.0,5900869530.0,0.69,3642.49,139816.0,2841959849.0,58139668.0,21815170.0
440,x264,simlarge,1214718793.0,5.79,36817737.0,9.837,374278447.0,17494767005.0,15030912194.0,0.86,7471.48,144826.0,6928401600.0,117445778.0,36057115.0
441,x264,simsmall,472081159.0,4.33,17463514.0,18.385,94988212.0,5647602287.0,2795714097.0,0.5,2418.92,139863.0,1355624651.0,40054128.0,17284587.0
442,x264,simmedium,637487911.0,5.22,23341402.0,13.398,174213591.0,8713603759.0,5755860874.0,0.66,3736.06,139889.0,2811061873.0,62490521.0,23141016.0
443,x264,simlarge,1220257225.0,5.9,38517052.0,10.241,376106095.0,17648232442.0,15063167644.0,0.85,7543.97,144597.0,6949971360.0,120507099.0,37015868.0
444,x264,simsmall,432335146.0,4.13,17078135.0,18.633,91657517.0,5207139550.0,2505467847.0,0.48,2234.35,139236.0,1239420417.0,38795066.0,16262926.0
445,x264,simmedium,670149198.0,4.95,21598395.0,13.003,166104349.0,8452035029.0,5700487399.0,0.67,3619.85,139570.0,2769911078.0,59299951.0,20582071.0
446,x264,simlarge,1202309583.0,5.69,37861087.0,10.168,372360044.0,17300813771.0,14954069873.0,0.86,7399.65,144666.0,6888026543.0,118133315.0,36980882.0
447,x264,simsmall,465059775.0,4.12,17736201.0,19.187,92440248.0,5450993175.0,2699940821.0,0.5,2344.11,139971.0,1316730233.0,39153027.0,17083446.0
448,x264,simmedium,661997399.0,5.31,22685052.0,13.531,167648170.0,8746490137.0,6068091651.0,0.69,3752.64,139822.0,2890199513.0,59799602.0,22122656.0
449,x264,simlarge,1252159461.0,5.97,37479179.0,9.853,380364585.0,18215657540.0,15523414081.0,0.85,7787.55,144832.0,7096233158.0,118711424.0,37371747.0
